,temperature,humidity,air_velocity,co2,solar_radiation,day_night_flag,vpd,dew_point,leaf_wetness_proxy,temperature_rolling_mean_6h,temperature_rolling_max_6h,temperature_rolling_min_6h,temperature_rolling_std_6h,temperature_rolling_mean_12h,temperature_rolling_max_12h,temperature_rolling_min_12h,temperature_rolling_std_12h,temperature_rolling_mean_24h,temperature_rolling_max_24h,temperature_rolling_min_24h,temperature_rolling_std_24h,temperature_rolling_mean_72h,temperature_rolling_max_72h,temperature_rolling_min_72h,temperature_rolling_std_72h,humidity_rolling_mean_6h,humidity_rolling_max_6h,humidity_rolling_min_6h,humidity_rolling_std_6h,humidity_rolling_mean_12h,humidity_rolling_max_12h,humidity_rolling_min_12h,humidity_rolling_std_12h,humidity_rolling_mean_24h,humidity_rolling_max_24h,humidity_rolling_min_24h,humidity_rolling_std_24h,humidity_rolling_mean_72h,humidity_rolling_max_72h,humidity_rolling_min_72h,humidity_rolling_std_72h,air_velocity_rolling_mean_6h,air_velocity_rolling_max_6h,air_velocity_rolling_min_6h,air_velocity_rolling_std_6h,air_velocity_rolling_mean_12h,air_velocity_rolling_max_12h,air_velocity_rolling_min_12h,air_velocity_rolling_std_12h,air_velocity_rolling_mean_24h,air_velocity_rolling_max_24h,air_velocity_rolling_min_24h,air_velocity_rolling_std_24h,air_velocity_rolling_mean_72h,air_velocity_rolling_max_72h,air_velocity_rolling_min_72h,air_velocity_rolling_std_72h,co2_rolling_mean_6h,co2_rolling_max_6h,co2_rolling_min_6h,co2_rolling_std_6h,co2_rolling_mean_12h,co2_rolling_max_12h,co2_rolling_min_12h,co2_rolling_std_12h,co2_rolling_mean_24h,co2_rolling_max_24h,co2_rolling_min_24h,co2_rolling_std_24h,co2_rolling_mean_72h,co2_rolling_max_72h,co2_rolling_min_72h,co2_rolling_std_72h,solar_radiation_rolling_mean_6h,solar_radiation_rolling_max_6h,solar_radiation_rolling_min_6h,solar_radiation_rolling_std_6h,solar_radiation_rolling_mean_12h,solar_radiation_rolling_max_12h,solar_radiation_rolling_min_12h,solar_radiation_rolling_std_12h,solar_radiation_rolling_mean_24h,solar_radiation_rolling_max_24h,solar_radiation_rolling_min_24h,solar_radiation_rolling_std_24h,solar_radiation_rolling_mean_72h,solar_radiation_rolling_max_72h,solar_radiation_rolling_min_72h,solar_radiation_rolling_std_72h,vpd_rolling_mean_6h,vpd_rolling_max_6h,vpd_rolling_min_6h,vpd_rolling_std_6h,vpd_rolling_mean_12h,vpd_rolling_max_12h,vpd_rolling_min_12h,vpd_rolling_std_12h,vpd_rolling_mean_24h,vpd_rolling_max_24h,vpd_rolling_min_24h,vpd_rolling_std_24h,vpd_rolling_mean_72h,vpd_rolling_max_72h,vpd_rolling_min_72h,vpd_rolling_std_72h,dew_point_rolling_mean_6h,dew_point_rolling_max_6h,dew_point_rolling_min_6h,dew_point_rolling_std_6h,dew_point_rolling_mean_12h,dew_point_rolling_max_12h,dew_point_rolling_min_12h,dew_point_rolling_std_12h,dew_point_rolling_mean_24h,dew_point_rolling_max_24h,dew_point_rolling_min_24h,dew_point_rolling_std_24h,dew_point_rolling_mean_72h,dew_point_rolling_max_72h,dew_point_rolling_min_72h,dew_point_rolling_std_72h,temperature_lag_1h,temperature_lag_2h,temperature_lag_3h,temperature_lag_6h,temperature_lag_12h,temperature_lag_24h,humidity_lag_1h,humidity_lag_2h,humidity_lag_3h,humidity_lag_6h,humidity_lag_12h,humidity_lag_24h,air_velocity_lag_1h,air_velocity_lag_2h,air_velocity_lag_3h,air_velocity_lag_6h,air_velocity_lag_12h,air_velocity_lag_24h,co2_lag_1h,co2_lag_2h,co2_lag_3h,co2_lag_6h,co2_lag_12h,co2_lag_24h,solar_radiation_lag_1h,solar_radiation_lag_2h,solar_radiation_lag_3h,solar_radiation_lag_6h,solar_radiation_lag_12h,solar_radiation_lag_24h,vpd_lag_1h,vpd_lag_2h,vpd_lag_3h,vpd_lag_6h,vpd_lag_12h,vpd_lag_24h,dew_point_lag_1h,dew_point_lag_2h,dew_point_lag_3h,dew_point_lag_6h,dew_point_lag_12h,dew_point_lag_24h,stage_change_flag,stage_age_hours,current_stage_encoded,cumulative_solar_exposure,cumulative_favorable_temp_hours,cumulative_vpd_optimal_hours,cumulative_vpd_stress_hours,cumulative_night_humidity_exposure,stage_solar_exposure,stage_favorable_temp_hours,stage_vpd_stress_hours,stage_vpd_optimal_hours,dewpoint_spread,temperature_x_humidity,temperature_x_vpd,humidity_x_vpd,radiation_x_temperature,radiation_x_vpd,day_temperature_mean_24h,night_temperature_mean_24h,day_humidity_mean_24h,night_humidity_mean_24h,day_vpd_mean_24h,night_vpd_mean_24h,day_solar_mean_24h,day_co2_mean_24h,night_co2_mean_24h,night_humidity_std_24h,diurnal_temperature_range_24h,diurnal_humidity_range_24h
0,25.002222521132797,83.72962913144535,1.84,440.0,0.0,0,0.5154774194094127,21.748148347421864,0,25.002222521132797,25.002222521132797,25.002222521132797,,25.002222521132797,25.002222521132797,25.002222521132797,,25.002222521132797,25.002222521132797,25.002222521132797,,25.002222521132797,25.002222521132797,25.002222521132797,,83.72962913144535,83.72962913144535,83.72962913144535,,83.72962913144535,83.72962913144535,83.72962913144535,,83.72962913144535,83.72962913144535,83.72962913144535,,83.72962913144535,83.72962913144535,83.72962913144535,,1.84,1.84,1.84,,1.84,1.84,1.84,,1.84,1.84,1.84,,1.84,1.84,1.84,,440.0,440.0,440.0,,440.0,440.0,440.0,,440.0,440.0,440.0,,440.0,440.0,440.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5154774194094127,0.5154774194094127,0.5154774194094127,,0.5154774194094127,0.5154774194094127,0.5154774194094127,,0.5154774194094127,0.5154774194094127,0.5154774194094127,,0.5154774194094127,0.5154774194094127,0.5154774194094127,,21.748148347421864,21.748148347421864,21.748148347421864,,21.748148347421864,21.748148347421864,21.748148347421864,,21.748148347421864,21.748148347421864,21.748148347421864,,21.748148347421864,21.748148347421864,21.748148347421864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,5,0.0,1.0,1.0,0.0,83.72962913144535,0.0,1.0,0.0,1.0,3.254074173710933,2093.4268191563197,12.888081144693436,43.16073315278464,0.0,0.0,,25.002222521132797,,83.72962913144535,,0.5154774194094127,,,440.0,,,
1,25.301923788646683,83.2301270189222,1.84,440.0,0.0,0,0.5408613231931976,21.947949192431125,0,25.15207315488974,25.301923788646683,25.002222521132797,0.2119207985892707,25.15207315488974,25.301923788646683,25.002222521132797,0.2119207985892707,25.15207315488974,25.301923788646683,25.002222521132797,0.2119207985892707,25.15207315488974,25.301923788646683,25.002222521132797,0.2119207985892707,83.47987807518378,83.72962913144535,83.2301270189222,0.3532013309821225,83.47987807518378,83.72962913144535,83.2301270189222,0.3532013309821225,83.47987807518378,83.72962913144535,83.2301270189222,0.3532013309821225,83.47987807518378,83.72962913144535,83.2301270189222,0.3532013309821225,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281693713013051,0.5408613231931976,0.5154774194094127,0.017949130498501133,0.5281693713013051,0.5408613231931976,0.5154774194094127,0.017949130498501133,0.5281693713013051,0.5408613231931976,0.5154774194094127,0.017949130498501133,0.5281693713013051,0.5408613231931976,0.5154774194094127,0.017949130498501133,21.848048769926493,21.947949192431125,21.748148347421864,0.14128053239285174,21.848048769926493,21.947949192431125,21.748148347421864,0.14128053239285174,21.848048769926493,21.947949192431125,21.748148347421864,0.14128053239285174,21.848048769926493,21.947949192431125,21.748148347421864,0.14128053239285174,25.002222521132797,,,,,,83.72962913144535,,,,,,1.84,,,,,,440.0,,,,,,0.0,,,,,,0.5154774194094127,,,,,,21.748148347421864,,,,,,0,1.0,5,0.0,2.0,2.0,0.0,166.95975615036755,0.0,2.0,0.0,2.0,3.353974596215558,2105.8823307521525,13.684831979660887,45.01595662899217,0.0,0.0,,25.15207315488974,,83.47987807518378,,0.5281693713013051,,,440.0,0.3532013309821225,,
2,24.27867965644036,77.83553390593275,1.84,400.0,0.0,1,0.672513119874508,19.845786437626906,0,24.86094198873995,25.301923788646683,24.27867965644036,0.5260487431299253,24.86094198873995,25.301923788646683,24.27867965644036,0.5260487431299253,24.86094198873995,25.301923788646683,24.27867965644036,0.5260487431299253,24.86094198873995,25.301923788646683,24.27867965644036,0.5260487431299253,81.59843001876676,83.72962913144535,77.83553390593275,3.2683200512021133,81.59843001876676,83.72962913144535,77.83553390593275,3.2683200512021133,81.59843001876676,83.72962913144535,77.83553390593275,3.2683200512021133,81.59843001876676,83.72962913144535,77.83553390593275,3.2683200512021133,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,426.6666666666667,440.0,400.0,23.09401076758504,426.6666666666667,440.0,400.0,23.09401076758504,426.6666666666667,440.0,400.0,23.09401076758504,426.6666666666667,440.0,400.0,23.09401076758504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5762839541590394,0.672513119874508,0.5154774194094127,0.08429783445348668,0.5762839541590394,0.672513119874508,0.5154774194094127,0.08429783445348668,0.5762839541590394,0.672513119874508,0.5154774194094127,0.08429783445348668,0.5762839541590394,0.672513119874508,0.5154774194094127,0.08429783445348668,21.1806279924933,21.947949192431125,19.845786437626906,1.16031529200696,21.1806279924933,21.947949192431125,19.845786437626906,1.16031529200696,21.1806279924933,21.947949192431125,19.845786437626906,1.16031529200696,21.1806279924933,21.947949192431125,19.845786437626906,1.16031529200696,25.301923788646683,25.002222521132797,,,,,83.2301270189222,83.72962913144535,,,,,1.84,1.84,,,,,440.0,440.0,,,,,0.0,0.0,,,,,0.5408613231931976,0.5154774194094127,,,,,21.947949192431125,21.748148347421864,,,,,0,2.0,5,0.0,3.0,3.0,0.0,166.95975615036755,0.0,3.0,0.0,3.0,4.432893218813454,1889.7439935901434,16.327730602186456,52.345417744176885,0.0,0.0,24.27867965644036,25.15207315488974,77.83553390593275,83.47987807518378,0.672513119874508,0.5281693713013051,0.0,400.0,440.0,0.3532013309821225,-0.8733934984493814,-5.644344169251028
3,24.9,76.80000000000001,1.84,400.0,0.0,1,0.7305581815837812,20.26,0,24.87070649155496,25.301923788646683,24.27867965644036,0.4299607371531502,24.87070649155496,25.301923788646683,24.27867965644036,0.4299607371531502,24.87070649155496,25.301923788646683,24.27867965644036,0.4299607371531502,24.87070649155496,25.301923788646683,24.27867965644036,0.4299607371531502,80.39882251407508,83.72962913144535,76.80000000000001,3.5885247617895852,80.39882251407508,83.72962913144535,76.80000000000001,3.5885247617895852,80.39882251407508,83.72962913144535,76.80000000000001,3.5885247617895852,80.39882251407508,83.72962913144535,76.80000000000001,3.5885247617895852,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,420.0,440.0,400.0,23.09401076758504,420.0,440.0,400.0,23.09401076758504,420.0,440.0,400.0,23.09401076758504,420.0,440.0,400.0,23.09401076758504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6148525110152249,0.7305581815837812,0.5154774194094127,0.10338061185528713,0.6148525110152249,0.7305581815837812,0.5154774194094127,0.10338061185528713,0.6148525110152249,0.7305581815837812,0.5154774194094127,0.10338061185528713,0.6148525110152249,0.7305581815837812,0.5154774194094127,0.10338061185528713,20.950470994369972,21.947949192431125,19.845786437626906,1.0533011723706358,20.950470994369972,21.947949192431125,19.845786437626906,1.0533011723706358,20.950470994369972,21.947949192431125,19.845786437626906,1.0533011723706358,20.950470994369972,21.947949192431125,19.845786437626906,1.0533011723706358,24.27867965644036,25.301923788646683,25.002222521132797,,,,77.83553390593275,83.2301270189222,83.72962913144535,,,,1.84,1.84,1.84,,,,400.0,440.0,440.0,,,,0.0,0.0,0.0,,,,0.672513119874508,0.5408613231931976,0.5154774194094127,,,,19.845786437626906,21.947949192431125,21.748148347421864,,,,0,3.0,5,0.0,4.0,4.0,0.0,166.95975615036755,0.0,4.0,0.0,4.0,4.639999999999997,1912.3200000000002,18.19089872143615,56.1068683456344,0.0,0.0,24.58933982822018,25.15207315488974,77.31776695296638,83.47987807518378,0.7015356507291446,0.5281693713013051,0.0,400.0,440.0,0.3532013309821225,-0.5627333266695622,-6.1621111222173965
4,25.623542864692435,75.59409522551262,1.84,400.0,0.0,1,0.8023091032935108,20.74236190979496,0,25.021273766182453,25.623542864692435,24.27867965644036,0.5019982047415281,25.021273766182453,25.623542864692435,24.27867965644036,0.5019982047415281,25.021273766182453,25.623542864692435,24.27867965644036,0.5019982047415281,25.021273766182453,25.623542864692435,24.27867965644036,0.5019982047415281,79.43787705636258,83.72962913144535,75.59409522551262,3.7782553299074557,79.43787705636258,83.72962913144535,75.59409522551262,3.7782553299074557,79.43787705636258,83.72962913144535,75.59409522551262,3.7782553299074557,79.43787705636258,83.72962913144535,75.59409522551262,3.7782553299074557,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,416.0,440.0,400.0,21.908902300206652,416.0,440.0,400.0,21.908902300206652,416.0,440.0,400.0,21.908902300206652,416.0,440.0,400.0,21.908902300206652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6523438294708821,0.8023091032935108,0.5154774194094127,0.12265259058983488,0.6523438294708821,0.8023091032935108,0.5154774194094127,0.12265259058983488,0.6523438294708821,0.8023091032935108,0.5154774194094127,0.12265259058983488,0.6523438294708821,0.8023091032935108,0.5154774194094127,0.12265259058983488,20.90884917745497,21.947949192431125,19.845786437626906,0.9169211514653519,20.90884917745497,21.947949192431125,19.845786437626906,0.9169211514653519,20.90884917745497,21.947949192431125,19.845786437626906,0.9169211514653519,20.90884917745497,21.947949192431125,19.845786437626906,0.9169211514653519,24.9,24.27867965644036,25.301923788646683,,,,76.80000000000001,77.83553390593275,83.2301270189222,,,,1.84,1.84,1.84,,,,400.0,400.0,440.0,,,,0.0,0.0,0.0,,,,0.7305581815837812,0.672513119874508,0.5408613231931976,,,,20.26,19.845786437626906,21.947949192431125,,,,0,4.0,5,0.0,5.0,5.0,0.0,166.95975615036755,0.0,5.0,0.0,5.0,4.881180954897477,1936.9885393285642,20.558001698974223,60.649830754665295,0.0,0.0,24.93407417371093,25.15207315488974,76.74320971048179,83.47987807518378,0.7351268015839333,0.5281693713013051,0.0,400.0,440.0,0.3532013309821225,-0.21799898117881256,-6.736668364701984
5,26.4,74.30000000000001,1.84,400.0,0.0,1,0.884528833673794,21.26,0,25.251061471818712,26.4,24.27867965644036,0.7200111777051962,25.251061471818712,26.4,24.27867965644036,0.7200111777051962,25.251061471818712,26.4,24.27867965644036,0.7200111777051962,25.251061471818712,26.4,24.27867965644036,0.7200111777051962,78.58156421363549,83.72962913144535,74.30000000000001,3.9774113161823523,78.58156421363549,83.72962913144535,74.30000000000001,3.9774113161823523,78.58156421363549,83.72962913144535,74.30000000000001,3.9774113161823523,78.58156421363549,83.72962913144535,74.30000000000001,3.9774113161823523,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,413.3333333333333,440.0,400.0,20.655911179772893,413.3333333333333,440.0,400.0,20.655911179772893,413.3333333333333,440.0,400.0,20.655911179772893,413.3333333333333,440.0,400.0,20.655911179772893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6910413301713674,0.884528833673794,0.5154774194094127,0.14498243254098922,0.6910413301713674,0.884528833673794,0.5154774194094127,0.14498243254098922,0.6910413301713674,0.884528833673794,0.5154774194094127,0.14498243254098922,0.6910413301713674,0.884528833673794,0.5154774194094127,0.14498243254098922,20.96737431454581,21.947949192431125,19.845786437626906,0.8325543035938535,20.96737431454581,21.947949192431125,19.845786437626906,0.8325543035938535,20.96737431454581,21.947949192431125,19.845786437626906,0.8325543035938535,20.96737431454581,21.947949192431125,19.845786437626906,0.8325543035938535,25.623542864692435,24.9,24.27867965644036,,,,75.59409522551262,76.80000000000001,77.83553390593275,,,,1.84,1.84,1.84,,,,400.0,400.0,400.0,,,,0.0,0.0,0.0,,,,0.8023091032935108,0.7305581815837812,0.672513119874508,,,,20.74236190979496,20.26,19.845786437626906,,,,0,5.0,5,0.0,5.0,6.0,0.0,166.95975615036755,0.0,5.0,0.0,6.0,5.139999999999997,1961.5200000000002,23.35156120898816,65.72049234196291,0.0,0.0,25.3005556302832,25.15207315488974,76.13240728286135,83.47987807518378,0.7724773096063985,0.5281693713013051,0.0,400.0,440.0,0.3532013309821225,0.1484824753934575,-7.347470792322426
6,27.17645713530756,73.0059047744874,1.84,400.0,0.0,1,0.972439690217791,21.777638090205045,0,25.613433907514505,27.17645713530756,24.27867965644036,1.043975615116817,25.526117995174264,27.17645713530756,24.27867965644036,0.9806151388967268,25.526117995174264,27.17645713530756,24.27867965644036,0.9806151388967268,25.526117995174264,27.17645713530756,24.27867965644036,0.9806151388967268,76.79427682080917,83.2301270189222,73.0059047744874,3.5921590256144853,77.78504143661432,83.72962913144535,73.0059047744874,4.198131376609594,77.78504143661432,83.72962913144535,73.0059047744874,4.198131376609594,77.78504143661432,83.72962913144535,73.0059047744874,4.198131376609594,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,406.6666666666667,440.0,400.0,16.32993161855452,411.42857142857144,440.0,400.0,19.518001458970662,411.42857142857144,440.0,400.0,19.518001458970662,411.42857142857144,440.0,400.0,19.518001458970662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7672017086394304,0.972439690217791,0.5408613231931976,0.1540515884448492,0.731241095892285,0.972439690217791,0.5154774194094127,0.1697902714214473,0.731241095892285,0.972439690217791,0.5154774194094127,0.1697902714214473,0.731241095892285,0.972439690217791,0.5154774194094127,0.1697902714214473,20.972289271676342,21.947949192431125,19.845786437626906,0.8381536490493474,21.083126282497126,21.947949192431125,19.845786437626906,0.8193972481562868,21.083126282497126,21.947949192431125,19.845786437626906,0.8193972481562868,21.083126282497126,21.947949192431125,19.845786437626906,0.8193972481562868,26.4,25.623542864692435,24.9,25.002222521132797,,,74.30000000000001,75.59409522551262,76.80000000000001,83.72962913144535,,,1.84,1.84,1.84,1.84,,,400.0,400.0,400.0,440.0,,,0.0,0.0,0.0,0.0,,,0.884528833673794,0.8023091032935108,0.7305581815837812,0.5154774194094127,,,21.26,20.74236190979496,20.26,21.748148347421864,,,0,6.0,5,0.0,5.0,7.0,0.0,166.95975615036755,0.0,5.0,0.0,7.0,5.398819045102517,1984.0418417282026,26.42746555787556,70.99383942297207,0.0,0.0,25.675735931288067,25.15207315488974,75.50710678118655,83.47987807518378,0.8124697857286769,0.5281693713013051,0.0,400.0,440.0,0.3532013309821225,0.523662776398325,-7.972771293997226
7,28.888171114201423,71.3059144428993,1.84,397.52957221449645,49.40855571007121,1,1.1419854376420815,23.14935400278128,0,26.211141795106965,28.888171114201423,24.27867965644036,1.6692969975503944,25.946374635052656,28.888171114201423,24.27867965644036,1.4957135101953323,25.946374635052656,28.888171114201423,24.27867965644036,1.4957135101953323,25.946374635052656,28.888171114201423,24.27867965644036,1.4957135101953323,74.80690805813867,77.83553390593275,71.3059144428993,2.429904465290447,76.97515056239996,83.72962913144535,71.3059144428993,4.511533523050273,76.97515056239996,83.72962913144535,71.3059144428993,4.511533523050273,76.97515056239996,83.72962913144535,71.3059144428993,4.511533523050273,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,399.58826203574944,400.0,397.52957221449645,1.0085479201462424,409.69119652681206,440.0,397.52957221449645,18.726408749116978,409.69119652681206,440.0,397.52957221449645,18.726408749116978,409.69119652681206,440.0,397.52957221449645,18.726408749116978,8.234759285011869,49.40855571007121,0.0,20.17095840292511,6.1760694637589015,49.40855571007121,0.0,17.468562395612334,6.1760694637589015,49.40855571007121,0.0,17.468562395612334,6.1760694637589015,49.40855571007121,0.0,17.468562395612334,0.8673890610475777,1.1419854376420815,0.672513119874508,0.1718530182788557,0.7825841386110096,1.1419854376420815,0.5154774194094127,0.21400749907112795,0.7825841386110096,1.1419854376420815,0.5154774194094127,0.21400749907112795,0.7825841386110096,1.1419854376420815,0.5154774194094127,0.21400749907112795,21.1725234067347,23.14935400278128,19.845786437626906,1.1882461029998848,21.341404747532646,23.14935400278128,19.845786437626906,1.0531657019114453,21.341404747532646,23.14935400278128,19.845786437626906,1.0531657019114453,21.341404747532646,23.14935400278128,19.845786437626906,1.0531657019114453,27.17645713530756,26.4,25.623542864692435,25.301923788646683,,,73.0059047744874,74.30000000000001,75.59409522551262,83.2301270189222,,,1.84,1.84,1.84,1.84,,,400.0,400.0,400.0,440.0,,,0.0,0.0,0.0,0.0,,,0.972439690217791,0.884528833673794,0.8023091032935108,0.5408613231931976,,,21.777638090205045,21.26,20.74236190979496,21.947949192431125,,,0,7.0,5,49.40855571007121,5.0,8.0,0.0,166.95975615036755,49.40855571007121,5.0,0.0,8.0,5.738817111420143,2059.8974578810817,32.98987073253065,81.43031591154318,1427.322811858091,56.42385111582884,26.211141795106965,25.15207315488974,74.80690805813869,83.47987807518378,0.8673890610475777,0.5281693713013051,8.234759285011869,399.58826203574944,440.0,0.3532013309821225,1.0590686402172231,-8.672970017045088
8,30.43032034355964,69.80996609406728,1.84,395.2275,95.45,1,1.3129416029122774,24.392313562373097,0,27.236415242960177,30.43032034355964,24.9,2.0829165215754646,26.444590824886767,30.43032034355964,24.27867965644036,2.0473124792819455,26.444590824886767,30.43032034355964,24.27867965644036,2.0473124792819455,26.444590824886767,30.43032034355964,24.27867965644036,2.0473124792819455,73.46931342282777,76.80000000000001,69.80996609406728,2.629983899878038,76.17901895480743,83.72962913144535,69.80996609406728,4.849136285760205,76.17901895480743,83.72962913144535,69.80996609406728,4.849136285760205,76.17901895480743,83.72962913144535,69.80996609406728,4.849136285760205,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,398.7928453690827,400.0,395.2275,2.006810199082996,408.08411913494405,440.0,395.2275,18.16832040256359,408.08411913494405,440.0,395.2275,18.16832040256359,408.08411913494405,440.0,395.2275,18.16832040256359,24.143092618345204,95.45,0.0,40.13620398166036,16.0953950788968,95.45,0.0,33.94913878260248,16.0953950788968,95.45,0.0,33.94913878260248,16.0953950788968,95.45,0.0,33.94913878260248,0.9741271415538725,1.3129416029122774,0.7305581815837812,0.219020376947333,0.8415127457555949,1.3129416029122774,0.5154774194094127,0.26707215338060203,0.8415127457555949,1.3129416029122774,0.5154774194094127,0.26707215338060203,0.8415127457555949,1.3129416029122774,0.5154774194094127,0.26707215338060203,21.930277927525733,24.392313562373097,20.26,1.5634135847526214,21.680394615848254,24.392313562373097,19.845786437626906,1.4158885632732487,21.680394615848254,24.392313562373097,19.845786437626906,1.4158885632732487,21.680394615848254,24.392313562373097,19.845786437626906,1.4158885632732487,28.888171114201423,27.17645713530756,26.4,24.27867965644036,,,71.3059144428993,73.0059047744874,74.30000000000001,77.83553390593275,,,1.84,1.84,1.84,1.84,,,397.52957221449645,400.0,400.0,400.0,,,49.40855571007121,0.0,0.0,0.0,,,1.1419854376420815,0.972439690217791,0.884528833673794,0.672513119874508,,,23.14935400278128,21.777638090205045,21.26,19.845786437626906,,,0,8.0,5,144.85855571007122,5.0,8.0,0.0,166.95975615036755,144.85855571007122,5.0,0.0,8.0,6.038006781186542,2124.3396314155043,39.953233569007274,91.65640878279642,2904.5740767927678,125.32027599797688,26.813881587743058,25.15207315488974,74.09305920612849,83.47987807518378,0.9310394241711063,0.5281693713013051,20.69407938715303,398.9652960306424,440.0,0.3532013309821225,1.6618084328533165,-9.38681886905529
9,31.697809901923552,68.62000613579269,1.84,393.2506657735744,134.98668452851194,1,1.466757513750697,25.42181112908209,0,28.369383559947437,31.697809901923552,25.623542864692435,2.384793871636233,26.969912732590444,31.697809901923552,24.27867965644036,2.546644561570677,26.969912732590444,31.697809901923552,24.27867965644036,2.546644561570677,26.969912732590444,31.697809901923552,24.27867965644036,2.546644561570677,72.10598111212654,75.59409522551262,68.62000613579269,2.677847446006324,75.42311767290596,83.72962913144535,68.62000613579269,5.159002800512224,75.42311767290596,83.72962913144535,68.62000613579269,5.159002800512224,75.42311767290596,83.72962913144535,68.62000613579269,5.159002800512224,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,1.84,1.84,1.84,0.0,397.6679563313451,400.0,393.2506657735744,2.8914603977335847,406.6007737988071,440.0,393.2506657735744,17.75991471064106,406.6007737988071,440.0,393.2506657735744,17.75991471064106,406.6007737988071,440.0,393.2506657735744,17.75991471064106,46.6408733730972,134.98668452851194,0.0,57.829207954672,27.98452402385832,134.98668452851194,0.0,49.37608173660174,27.98452402385832,134.98668452851194,0.0,49.37608173660174,27.98452402385832,134.98668452851194,0.0,49.37608173660174,1.0968270302483585,1.466757513750697,0.8023091032935108,0.25802205209120926,0.9040372225551051,1.466757513750697,0.5154774194094127,0.3201489581785917,0.9040372225551051,1.466757513750697,0.5154774194094127,0.3201489581785917,0.9040372225551051,1.466757513750697,0.5154774194094127,0.3201489581785917,22.790579782372745,25.42181112908209,20.74236190979496,1.8537297666389627,22.054536267171635,25.42181112908209,19.845786437626906,1.7837632242541128,22.054536267171635,25.42181112908209,19.845786437626906,1.7837632242541128,22.054536267171635,25.42181112908209,19.845786437626906,1.7837632242541128,30.43032034355964,28.888171114201423,27.17645713530756,24.9,,,69.80996609406728,71.3059144428993,73.0059047744874,76.80000000000001,,,1.84,1.84,1.84,1.84,,,395.2275,397.52957221449645,400.0,400.0,,,95.45,49.40855571007121,0.0,0.0,,,1.3129416029122774,1.1419854376420815,0.972439690217791,0.7305581815837812,,,24.392313562373097,23.14935400278128,21.777638090205045,20.26,,,0,9.0,5,279.8452402385832,5.0,8.0,0.0,166.95975615036755,279.8452402385832,5.0,0.0,8.0,6.2759987728414615,2175.1039099611844,46.493000843087614,100.64890959329286,4278.7822654756965,197.99273378848986,27.42437262701562,25.15207315488974,73.40892757233651,83.47987807518378,0.9980041853685551,0.5281693713013051,34.9806550298229,398.25096724850886,440.0,0.3532013309821225,2.27229947212588,-10.070950502847268
