timestamp,cycle_id,cycle_label,season_label,stage_name,stage_index,days_from_cycle_start,day_of_year,week_of_year,hour,hours_in_current_stage,stage_progress_pct,total_cycle_progress_pct,is_stage_transition,indoor_temp,indoor_humidity,indoor_air_velocity,indoor_CO2,solarradiation,day_night_flag,vpd,dew_point,leaf_wetness_proxy,temperature_rolling_mean_24h,humidity_rolling_mean_24h,vpd_proxy,cumulative_gdd_like_index,disease_name,disease_present_flag,disease_cycle_id,disease_cycle_stage,outbreak_trigger_flag,control_action_flag,control_action_type,stage_susceptibility_score,disease_risk_score,hours_since_disease_onset,current_infection_pct,infection_growth_rate_hourly
2024-07-01 00:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0,183,27,0,0.0,0.0,0.0,False,29.0022225211328,75.92962913144534,2.41,440.0,0.0,0.0,0.9643052986270528,24.188148347421865,0.0,29.0022,75.9296,0.9643,0.7918,early_blight,0,0,none,0,0,none,0.35,0.35,,0.0,0.0
2024-07-01 00:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0,183,27,0,0.0,0.0,0.0,False,29.0022225211328,75.92962913144534,2.41,440.0,0.0,0.0,0.9643052986270528,24.188148347421865,0.0,29.0022,75.9296,0.9643,0.7918,late_blight,0,0,none,0,0,none,0.45,0.1007,,0.0,0.0
2024-07-01 00:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0,183,27,0,0.0,0.0,0.0,False,29.0022225211328,75.92962913144534,2.41,440.0,0.0,0.0,0.9643052986270528,24.188148347421865,0.0,29.0022,75.9296,0.9643,0.7918,leaf_mold,0,0,none,0,0,none,0.3,0.0817,,0.0,0.0
2024-07-01 00:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0,183,27,0,0.0,0.0,0.0,False,29.0022225211328,75.92962913144534,2.41,440.0,0.0,0.0,0.9643052986270528,24.188148347421865,0.0,29.0022,75.9296,0.9643,0.7918,powdery_mildew,0,0,none,0,0,none,0.5,0.4125,,0.0,0.0
2024-07-01 00:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0,183,27,0,0.0,0.0,0.0,False,29.0022225211328,75.92962913144534,2.41,440.0,0.0,0.0,0.9643052986270528,24.188148347421865,0.0,29.0022,75.9296,0.9643,0.7918,spider_mites,0,0,none,0,0,none,0.4,0.1893,,0.0,0.0
2024-07-01 01:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0417,183,27,1,1.0,0.347,0.037,False,27.801923788646683,70.8301270189222,2.41,400.0,0.0,1.0,1.0899480827820809,21.96794919243112,0.0,28.4021,73.3799,1.0899,1.5335,early_blight,0,0,none,0,0,none,0.35,0.35,,0.0,0.0
2024-07-01 01:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0417,183,27,1,1.0,0.347,0.037,False,27.801923788646683,70.8301270189222,2.41,400.0,0.0,1.0,1.0899480827820809,21.96794919243112,0.0,28.4021,73.3799,1.0899,1.5335,late_blight,0,0,none,0,0,none,0.45,0.0661,,0.0,0.0
2024-07-01 01:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0417,183,27,1,1.0,0.347,0.037,False,27.801923788646683,70.8301270189222,2.41,400.0,0.0,1.0,1.0899480827820809,21.96794919243112,0.0,28.4021,73.3799,1.0899,1.5335,leaf_mold,0,0,none,0,0,none,0.3,0.0646,,0.0,0.0
2024-07-01 01:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0417,183,27,1,1.0,0.347,0.037,False,27.801923788646683,70.8301270189222,2.41,400.0,0.0,1.0,1.0899480827820809,21.96794919243112,0.0,28.4021,73.3799,1.0899,1.5335,powdery_mildew,0,0,none,0,0,none,0.5,0.4914,,0.0,0.0
2024-07-01 01:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0417,183,27,1,1.0,0.347,0.037,False,27.801923788646683,70.8301270189222,2.41,400.0,0.0,1.0,1.0899480827820809,21.96794919243112,0.0,28.4021,73.3799,1.0899,1.5335,spider_mites,0,0,none,0,0,none,0.4,0.2009,,0.0,0.0
2024-07-01 02:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0833,183,27,2,2.0,0.694,0.074,False,28.27867965644036,70.03553390593274,2.41,400.0,0.0,1.0,1.151144817481546,22.285786437626903,0.0,28.3609,72.2651,1.1511,2.2951,early_blight,0,0,none,0,0,none,0.35,0.35,,0.0,0.0
2024-07-01 02:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0833,183,27,2,2.0,0.694,0.074,False,28.27867965644036,70.03553390593274,2.41,400.0,0.0,1.0,1.151144817481546,22.285786437626903,0.0,28.3609,72.2651,1.1511,2.2951,late_blight,0,0,none,0,0,none,0.45,0.0548,,0.0,0.0
2024-07-01 02:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0833,183,27,2,2.0,0.694,0.074,False,28.27867965644036,70.03553390593274,2.41,400.0,0.0,1.0,1.151144817481546,22.285786437626903,0.0,28.3609,72.2651,1.1511,2.2951,leaf_mold,0,0,none,0,0,none,0.3,0.0566,,0.0,0.0
2024-07-01 02:00:00,1,kharif_2024,southwest_monsoon,seedling,0,0.0833,183,27,2,2.0,0.694,0.074,False,28.27867965644036,70.03553390593274,2.41,400.0,0.0,1.0,1.151144817481546,22.285786437626903,0.0,28.3609,72.2651,1.1511,2.2951,powdery_mildew,0,0,none,0,0,none,0.5,0.4923,,0.0,0.0
