timestamp,light_lux,ventilation_rate,air_circulation,air_temperature,relative_humidity,co2_ppm,soil_moisture,soil_ph,soil_ec,leaf_wetness,growth_stage,disease_risk_index,leaf_mold_risk,spider_mite_risk,risk_budget_minutes,predicted_stage,prediction_confidence
2026-01-01 00:00:00,482.26344265344943,0.3638203826854139,0.5228649861684932,20.76191710331205,70.53467997199131,824.9894064049483,65.4104743494643,5.9904963452863775,2.0621944030568,0.6964866188750244,vegetative,32.41581301868196,40.15117143424683,20.81277539533467,0,,
2026-01-01 00:05:00,0.0,0.3545577034654501,0.4224546981386589,20.70803516914776,74.4063930121289,882.9074424837241,65.18663543153825,6.197796898117975,1.9780393127133744,0.4377304829823796,vegetative,28.61296922207256,35.41709456503328,18.406781207631482,0,vegetative,1.0
2026-01-01 00:10:00,0.0,0.38168237752971,0.5440809419651134,21.1612237022816,72.17152977938018,781.7998122546983,64.14361927145907,6.229192107580577,2.0157388589494007,0.5327161582906159,vegetative,30.43348289582439,36.60968544840603,21.16917906695193,0,vegetative,1.0
2026-01-01 00:15:00,893.4788651048815,0.250243056690526,0.5357581361462007,20.714068890186045,75.55916874732519,878.0738296567787,63.43468190384184,6.289840478857778,2.0258683363494026,0.5517657689794947,vegetative,32.11166716225644,41.513003375231754,18.009662842793475,5,vegetative,1.0
2026-01-01 00:20:00,0.0,0.3316789624559939,0.5104875447088391,20.97408576452964,72.40057970213907,871.4830042267461,62.958806883448965,6.272538488059601,1.9475133114812355,0.6608086780571305,vegetative,33.15209282352238,41.69489617041718,20.337887803180188,5,vegetative,1.0
2026-01-01 00:25:00,185.59059350869603,0.2355442634048566,0.5042156023706413,21.37517536365112,76.35087377310171,836.7636655822951,63.11797642786811,6.194124661896433,2.0322497636069548,0.6717242230087315,vegetative,37.195828250295385,48.508134963665775,20.227368180239807,10,vegetative,1.0
2026-01-01 00:30:00,271.7651837888009,0.3273073409946999,0.5102409976077023,20.86553289609909,73.51970286594387,889.2104876275738,62.621694494633886,6.185292883432232,2.062550002296839,0.4587236464374869,vegetative,28.875372463602833,35.21925554371974,19.359547843427475,10,vegetative,1.0
2026-01-01 00:35:00,271.29624317864216,0.2667369765445626,0.540586995374706,20.478375813957108,77.20712684032273,822.2214608262585,62.34726495985905,6.150255981533233,2.0720260146171547,0.4221724893481008,vegetative,29.697991539233755,38.35005043818577,16.71990319080573,15,vegetative,1.0
2026-01-01 00:40:00,127.05451736553356,0.3278576118258102,0.4465535963575678,21.078757277260337,72.70603155970291,824.9303433167835,62.50101942407954,6.199242762066112,2.1178500733171,0.6110639506714015,vegetative,32.42934101444007,40.344516231643524,20.55657818863488,15,vegetative,1.0
2026-01-01 00:45:00,740.396584602112,0.2756883474811189,0.4943421709511643,20.856672915323745,73.28133304421024,916.8800389389426,62.83121643526776,6.19941986393229,2.059719226831495,0.6934024039918688,vegetative,34.1807057246298,44.00660236298338,19.441860767099453,15,vegetative,1.0
2026-01-01 00:50:00,137.27715601936998,0.3702185972211655,0.4208914603583069,21.09424053856933,73.09720897781091,852.2183628314224,62.62284772944142,6.058225788328725,2.0305285447090213,0.4808415221585471,vegetative,29.647641613846954,35.80633694485218,20.409598617339118,15,vegetative,1.0
2026-01-01 00:55:00,0.0,0.2803372703447372,0.4187767233501465,20.900881739820377,74.3928472521622,835.6981561414409,62.11009408816271,6.144809048597379,1.9635266451256543,0.4937808401461352,vegetative,30.391410382092374,37.91393059836217,19.107630057687683,15,vegetative,1.0
2026-01-01 01:00:00,98.98211206054236,0.3350732966479434,0.4816138995884839,20.153229290237977,75.30489267454955,816.7911606541861,62.02122543076705,6.2248435340944575,1.9403583770848687,0.6512130964106103,vegetative,32.53362131694578,43.43933786724591,16.1750464914956,20,vegetative,1.0
2026-01-01 01:05:00,0.0,0.2584579310588839,0.5689583435893913,20.97861609113319,74.40584258256344,890.9785811688138,62.97130791999233,6.460903991626613,2.0061208908329737,0.6846850326920482,vegetative,35.077097081200584,45.53667365313512,19.38773222329878,20,vegetative,1.0
2026-01-01 01:10:00,478.591808276499,0.3989788805421657,0.5456326399781118,20.86341871633217,74.23585903426483,797.0460742083413,62.42220935333081,6.120214783656523,1.9913729580272603,0.4499072626868818,vegetative,29.160982402874442,35.911422953873426,19.035321576375967,20,vegetative,1.0
2026-01-01 01:15:00,157.28033452200287,0.2019461040849837,0.5947058110701053,,75.30981010054789,844.4878869788924,62.73306835613254,6.236916170622699,2.019030549920812,0.5938714765659245,vegetative,33.30713882432811,43.09165312495449,18.630367373388545,25,vegetative,1.0
