timestamp,air_temperature,relative_humidity,light_lux,co2_ppm,soil_moisture,soil_ph,soil_ec,leaf_wetness,ventilation_rate,air_circulation,growth_stage
2026-01-01 00:00:00,20.91408059784485,73.80228962718493,259.09354885179044,851.4313341909677,63.273860949922074,6.175936275640726,2.0306503744212026,0.5592680652455765,0.3138060742203371,0.48927115445812835,vegetative
2026-01-01 01:00:00,20.718871468770992,75.67958676467796,238.06221342632998,851.4509520818402,62.25288955484424,6.216211509285077,1.9762836170623703,0.5199179508630903,0.29758162570509217,0.5081469805515114,vegetative
2026-01-01 02:00:00,20.65527088031251,75.23691998223599,93.57399609759217,860.8980936234511,59.05575197555023,6.19621870631688,1.9935853647011292,0.5203981707011469,0.3093356746744849,0.5124561256216152,vegetative
2026-01-01 03:00:00,20.668892673436087,76.8474801768567,271.10874303380103,853.1870202807513,58.43349761075177,6.223539421352,1.9990534105735314,0.5654203188217748,0.3073946610612503,0.49409548198525527,vegetative
2026-01-01 04:00:00,20.498029801545485,76.66147450501136,98.54504830056204,815.7098194879013,74.47029451366475,6.185866512370843,2.0200335517174604,0.5607099087506007,0.33698583635150886,0.5166223424872015,vegetative
2026-01-01 05:00:00,20.96055062809197,72.41018921290181,177.27973700694272,786.078439630602,73.0770688177188,6.215327413328534,2.0053190849533937,0.5754226899287754,0.5733650486767076,0.5093379322180159,vegetative
2026-01-01 06:00:00,21.354616368203263,71.96590745585347,4535.919803894141,842.5922240076476,69.69773319306522,6.243437085026223,2.027806826827774,0.4877595505309853,0.4428140578573019,0.4966430731374272,vegetative
2026-01-01 07:00:00,22.083528937121553,73.24289041101214,6347.248466208109,838.7947960369975,68.22939261314771,6.246449043749421,1.9998830573700157,0.5431626915260169,0.30790126098162307,0.48788016835819165,vegetative
2026-01-01 08:00:00,22.741601752169547,68.45164775868562,8510.281644509494,755.1352012017297,64.02672912907344,6.16487398464301,1.9921797647851538,0.366095389688547,0.6465069657969836,0.4822662460422391,vegetative
2026-01-01 09:00:00,23.29467612627566,67.50290685888136,10371.023404488938,765.8939292581745,61.89088540918011,6.243329499253594,2.0073455967713305,0.3624741948000784,0.6592422642834094,0.5011174621271187,vegetative
2026-01-01 10:00:00,23.662638307813854,67.04588145973709,12026.583424011556,774.602450595206,58.85460500090611,6.223031610088103,2.011374850790127,0.3127403756765211,0.6524640559783521,0.5012049852851144,vegetative
2026-01-01 11:00:00,24.357134835655632,64.65883530479421,13484.838546167963,786.7334644161764,58.47402077800137,6.171919939251034,1.9995651315355094,0.3064680567451435,0.6761355182622174,0.5041558246051855,vegetative
2026-01-01 12:00:00,24.657118213844004,64.95601536739788,14479.63986131321,750.786074581998,56.1895362974212,6.178348621515273,2.010994148569198,0.2874023163549681,0.6547323481484897,0.5227943080092917,vegetative
2026-01-01 13:00:00,24.921662915459592,64.22881038744097,14772.869844990253,765.1933700847661,57.439267722460194,6.162300524233444,2.0053449090684623,0.3171799886149381,0.666306324046215,0.5072841585095471,vegetative
2026-01-01 14:00:00,25.10118886796423,64.9102717473652,15215.32533218018,777.7606334937554,73.88856774297828,6.218506777761714,2.0158321728546165,0.2775527417441875,0.6505723400066256,0.5045833966772971,vegetative
2026-01-01 15:00:00,24.952489677425675,64.38647721504047,14407.492717826635,794.7282563762668,72.29795332166884,6.20905389675539,2.0404327696004283,0.280951444348207,0.6380425354456469,0.49528768405595613,vegetative
2026-01-01 16:00:00,24.690873050909783,63.86877142678032,13177.382258296451,777.6733288285141,70.62001724150882,6.233950196100242,2.029512514624076,0.28226104983820643,0.6254984445965758,0.49929802171834997,vegetative
