datetime,temp,humidity,air_velocity,co2,solar_radiation,vpd,dew_point,day_night_flag,hour_sin,hour_cos,month_sin,month_cos,cond_early_blight,cond_late_blight,cond_leaf_mold,cond_powdery_mildew,cond_spider_mites,exposure_count_12h_early_blight,exposure_count_12h_late_blight,exposure_count_12h_leaf_mold,exposure_count_12h_powdery_mildew,exposure_count_12h_spider_mites,exposure_count_24h_early_blight,exposure_count_24h_late_blight,exposure_count_24h_leaf_mold,exposure_count_24h_powdery_mildew,exposure_count_24h_spider_mites,exposure_count_6h_early_blight,exposure_count_6h_late_blight,exposure_count_6h_leaf_mold,exposure_count_6h_powdery_mildew,exposure_count_6h_spider_mites,night_exposure_24h_early_blight,night_exposure_24h_late_blight,night_exposure_24h_leaf_mold,night_exposure_24h_powdery_mildew,night_exposure_24h_spider_mites,air_velocity_max_12h,air_velocity_max_24h,air_velocity_max_6h,air_velocity_mean_12h,air_velocity_mean_24h,air_velocity_mean_6h,air_velocity_min_12h,air_velocity_min_24h,air_velocity_min_6h,air_velocity_std_12h,air_velocity_std_24h,air_velocity_std_6h,co2_max_12h,co2_max_24h,co2_max_6h,co2_mean_12h,co2_mean_24h,co2_mean_6h,co2_min_12h,co2_min_24h,co2_min_6h,co2_std_12h,co2_std_24h,co2_std_6h,dew_point_max_12h,dew_point_max_24h,dew_point_max_6h,dew_point_mean_12h,dew_point_mean_24h,dew_point_mean_6h,dew_point_min_12h,dew_point_min_24h,dew_point_min_6h,dew_point_std_12h,dew_point_std_24h,dew_point_std_6h,humidity_max_12h,humidity_max_24h,humidity_max_6h,humidity_mean_12h,humidity_mean_24h,humidity_mean_6h,humidity_min_12h,humidity_min_24h,humidity_min_6h,humidity_std_12h,humidity_std_24h,humidity_std_6h,solar_radiation_max_12h,solar_radiation_max_24h,solar_radiation_max_6h,solar_radiation_mean_12h,solar_radiation_mean_24h,solar_radiation_mean_6h,solar_radiation_min_12h,solar_radiation_min_24h,solar_radiation_min_6h,solar_radiation_std_12h,solar_radiation_std_24h,solar_radiation_std_6h,temp_max_12h,temp_max_24h,temp_max_6h,temp_mean_12h,temp_mean_24h,temp_mean_6h,temp_min_12h,temp_min_24h,temp_min_6h,temp_std_12h,temp_std_24h,temp_std_6h,vpd_max_12h,vpd_max_24h,vpd_max_6h,vpd_mean_12h,vpd_mean_24h,vpd_mean_6h,vpd_min_12h,vpd_min_24h,vpd_min_6h,vpd_std_12h,vpd_std_24h,vpd_std_6h,air_velocity_lag1,air_velocity_lag12,air_velocity_lag2,air_velocity_lag24,air_velocity_lag3,air_velocity_lag6,dew_point_lag1,dew_point_lag12,dew_point_lag2,dew_point_lag24,dew_point_lag3,dew_point_lag6,humidity_lag1,humidity_lag12,humidity_lag2,humidity_lag24,humidity_lag3,humidity_lag6,solar_radiation_lag1,solar_radiation_lag12,solar_radiation_lag2,solar_radiation_lag24,solar_radiation_lag3,solar_radiation_lag6,temp_lag1,temp_lag12,temp_lag2,temp_lag24,temp_lag3,temp_lag6,vpd_lag1,vpd_lag12,vpd_lag2,vpd_lag24,vpd_lag3,vpd_lag6,temp_x_rh,vpd_x_rh,dewpoint_spread,air_velocity_night_mean_12h,air_velocity_night_mean_24h,air_velocity_night_mean_6h,co2_night_mean_12h,co2_night_mean_24h,co2_night_mean_6h,dew_point_night_mean_12h,dew_point_night_mean_24h,dew_point_night_mean_6h,humidity_night_mean_12h,humidity_night_mean_24h,humidity_night_mean_6h,solar_radiation_night_mean_12h,solar_radiation_night_mean_24h,solar_radiation_night_mean_6h,temp_night_mean_12h,temp_night_mean_24h,temp_night_mean_6h,vpd_night_mean_12h,vpd_night_mean_24h,vpd_night_mean_6h
2024-01-01 00:00:00,-1.6316389,1.335805,-0.4055843,1.0030288,-0.7768363,-1.2241887,-1.2585987,-1.015142,2.2650515e-17,1.4142135,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,-0.7876884,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-1.1236997,-0.59837115,-0.35111368,-0.21341594,-0.21341594,-0.42046878,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-1.028989,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,1.7538035,14.288893,1.2355824,4.554002,17.387667,1.5508862,-2.9978542,-30.166853,-0.94540733,-2.7669027,-4.574223,-1.8706272,-1.7571601,-2.5150425,-1.399906,-0.37898535,0.27654698,-0.8232305,-2.9234736,-7.8120985,-2.2359746,0.7747143,0.51733315,1.0317228,1.4861358,1.6168088,1.3874958,2.166835,2.5935702,1.7238926,-3.8616283,-6.700839,-2.484301,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.9212768,-4.4587955,-2.0518906,-2.193213,-3.0153937,-1.7871461,-1.3039572,-1.0591372,-1.4680057,-2.7819085,-8.548795,-2.0515003,-1.8508228,-2.3501816,-1.4738168,-1.5024183,-1.7795495,-1.3163966,-0.95009565,-0.73711187,-1.1236699,-2.1198907,-3.4267895,-1.5932817,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.2583017,-1.2546749,-1.2580011,-1.2515751,-1.25769,-1.2566694,1.335942,1.3353179,1.3360718,1.3330606,1.3361808,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.631363,-1.6264012,-1.6310775,-1.6216431,-1.6307646,-1.629562,-1.2242103,-1.2229605,-1.2242278,-1.2208843,-1.2242332,-1.2241082,-0.22245483,-1.4003044,-1.335805,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.8195593,-2.404309,-1.5687928,1.0580482,1.1210713,0.95576644,-0.85997814,-3.217655,-0.61958176,-1.9813948,-2.6543875,-1.7237589,-1.2139834,-1.3770229,-1.0928693
2024-01-01 01:00:00,-1.5511523,1.2878107,-0.4055843,1.0030288,-0.7768363,-1.1914804,-1.1822832,-1.015142,0.36602542,1.3660254,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,-0.5183932,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-0.9593576,-0.59837115,-0.35111368,-0.21341594,-0.21341594,0.0153612215,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,1.7538035,14.288893,1.2355824,4.554002,17.387667,1.5508862,-2.9978542,-30.166853,-0.94540733,-2.6756117,-4.4493146,-1.791939,-1.7038331,-2.4386199,-1.3574486,-0.37898535,0.27654698,-0.8232305,-2.6952825,-7.3323884,-1.9612759,0.7747143,0.51733315,1.0317228,1.4594443,1.5877727,1.3625726,2.114001,2.5377314,1.6743573,-3.5650659,-6.300534,-2.1763167,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.8336024,-4.346241,-1.9750978,-2.1390948,-2.9409409,-1.7430606,-1.3039572,-1.0591372,-1.4680057,-2.5413847,-7.979737,-1.7616497,-1.8222227,-2.3206515,-1.4448347,-1.4823475,-1.7557721,-1.298811,-0.95009565,-0.73711187,-1.1236699,-2.0303533,-3.315465,-1.4852257,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.2583017,-1.2546749,-1.2580011,-1.2515751,-1.25769,-1.2566694,1.335942,1.3353179,1.3360718,1.3330606,1.3361808,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.631363,-1.6264012,-1.6310775,-1.6216431,-1.6307646,-1.629562,-1.2242103,-1.2229605,-1.2242278,-1.2208843,-1.2242332,-1.2241082,-0.16507883,-1.350052,-1.2878107,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.5133591,1.0307896,1.0921044,0.9287952,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6675721,-1.1904285,-1.3500613,-1.0691178
2024-01-01 02:00:00,-1.8259505,0.7694751,-0.4055843,-0.78274095,-0.7768363,-1.0218414,-1.9852219,0.98508394,0.70710677,1.2247449,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,-0.24909803,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-0.79501563,-0.59837115,-0.35111368,-0.21341594,-0.21341594,0.45119122,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,0.71355647,5.8150725,0.502392,0.58764994,3.8061538,-0.32157555,0.80605286,0.37468874,1.272988,-2.6756117,-4.4493146,-1.791939,-2.0601025,-2.9491892,-1.6411016,-1.4742085,-1.2367343,-1.6806803,-1.0493737,-3.872314,0.020083375,0.7747143,0.51733315,1.0317228,1.258369,1.3690358,1.1748188,1.5433949,1.934675,1.139379,-1.1174111,-2.996646,0.36560705,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.8336024,-4.346241,-1.9750978,-2.2442358,-3.0855885,-1.8287103,-1.6384445,-1.4569206,-1.722732,-2.1848586,-7.1362286,-1.3320074,-1.6738902,-2.1674957,-1.2945212,-1.4062603,-1.6656334,-1.2321448,-0.95009565,-0.73711187,-1.1236699,-1.6993794,-2.9039557,-1.085798,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.1819944,-1.2546749,-1.2580011,-1.2515751,-1.25769,-1.2566694,1.2879444,1.3353179,1.3360718,1.3330606,1.3361808,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.5508858,-1.6264012,-1.6310775,-1.6216431,-1.6307646,-1.629562,-1.1915016,-1.2229605,-1.2242278,-1.2208843,-1.2242332,-1.2241082,-1.1607145,-1.151519,-0.7694751,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.5133591,1.0307896,1.0921044,0.9287952,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6675721,-1.1904285,-1.3500613,-1.0691178
2024-01-01 03:00:00,-1.6590914,0.6699766,-0.4055843,-0.78274095,-0.7768363,-0.9470478,-1.8270094,0.98508394,1.0,1.0,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,0.020197138,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-0.63067365,-0.59837115,-0.35111368,-0.21341594,-0.21341594,0.8870212,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,0.19343296,1.578162,0.1357968,0.58764994,3.8061538,-0.32157555,0.80605286,0.37468874,1.272988,-2.6756117,-4.4493146,-1.791939,-2.1829605,-3.1252565,-1.7389181,-1.4742085,-1.2367343,-1.6806803,-1.2222191,-4.2356744,-0.18798943,0.7747143,0.51733315,1.0317228,1.1301638,1.2295696,1.0551072,1.4338627,1.8189137,1.0366858,-0.848554,-2.6337376,0.644819,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.8336024,-4.346241,-1.9750978,-2.2407093,-3.080737,-1.8258376,-1.6384445,-1.4569206,-1.722732,-2.2939155,-7.3942475,-1.4634298,-1.6084907,-2.0999699,-1.2282482,-1.345269,-1.5933783,-1.1787053,-0.95009565,-0.73711187,-1.1236699,-1.6041869,-2.7856002,-0.9709173,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.9848466,-1.2546749,-1.181702,-1.2515751,-1.25769,-1.2566694,0.76957333,1.3353179,1.2880712,1.3330606,1.3361808,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.8256522,-1.6264012,-1.5506098,-1.6216431,-1.6307646,-1.629562,-1.0218608,-1.2229605,-1.1915188,-1.2208843,-1.2242332,-1.2241082,-1.0567187,-1.0496327,-0.6699766,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.5133591,1.0307896,1.0921044,0.9287952,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6675721,-1.1904285,-1.3500613,-1.0691178
2024-01-01 04:00:00,-1.4647797,0.5541081,-0.4055843,-0.78274095,-0.7768363,-0.85459363,-1.6427673,0.98508394,1.2247449,0.70710677,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,0.2894923,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-0.46633166,-0.59837115,-0.35111368,-0.21341594,-0.21341594,1.3228512,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,-0.11864115,-0.96398425,-0.08416029,0.58764994,3.8061538,-0.32157555,0.6108489,-1.1926024,1.1591473,-2.6756117,-4.4493146,-1.791939,-2.2051783,-3.1570969,-1.7566073,-1.4742085,-1.2367343,-1.6806803,-1.4424952,-4.698745,-0.45315978,0.7747143,0.51733315,1.0317228,1.027465,1.1178502,0.95921236,1.3063097,1.6841067,0.91709703,-0.6892484,-2.418704,0.8102602,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.7395163,-4.225455,-1.8926891,-2.1863327,-3.005928,-1.7815413,-1.6384445,-1.4569206,-1.722732,-2.212155,-7.20081,-1.364902,-1.5276487,-2.0164993,-1.1463267,-1.285981,-1.5231414,-1.1267585,-0.95009565,-0.73711187,-1.1236699,-1.5080506,-2.666071,-0.85489756,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.8266513,-1.2546749,-1.9844675,-1.2515751,-1.1813991,-1.2566694,0.67006797,1.3353179,0.7696665,1.3330606,1.2881775,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.6588123,-1.6264012,-1.8253436,-1.6216431,-1.5503073,-1.629562,-0.9470664,-1.2229605,-1.0218766,-1.2208843,-1.1915241,-1.2241082,-0.94308376,-0.92657745,-0.5541081,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.5133591,1.0307896,1.0921044,0.9287952,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6675721,-1.1904285,-1.3500613,-1.0691178
2024-01-01 05:00:00,-1.2562578,0.42976585,-0.4055843,-0.78274095,-0.7768363,-0.74864995,-1.4450511,0.98508394,1.3660254,0.36602542,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,0.55878747,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-0.30198964,-0.59837115,-0.35111368,-0.21341594,-0.21341594,1.7586812,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,-0.32669055,-2.6587484,-0.23079836,0.58764994,3.8061538,-0.32157555,0.40446374,-2.8496675,1.0387857,-2.6756117,-4.4493146,-1.791939,-2.1739376,-3.1123257,-1.7317343,-1.4742085,-1.2367343,-1.6806803,-1.5787616,-4.9852076,-0.6171984,0.7747143,0.51733315,1.0317228,0.93594867,1.0182954,0.873759,1.1694285,1.539441,0.78876245,-0.52202874,-2.192988,0.9839201,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.5123723,-3.933851,-1.6937368,-2.1033456,-2.8917587,-1.7139387,-1.6384445,-1.4569206,-1.722732,-1.9647167,-6.615393,-1.066719,-1.4350115,-1.9208498,-1.0524523,-1.2247858,-1.4506449,-1.0731404,-0.95009565,-0.73711187,-1.1236699,-1.3966603,-2.5275764,-0.72046906,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.642429,-1.2546749,-1.8262893,-1.2515751,-1.9840778,-1.2566694,0.5541915,1.3353179,0.6701547,1.3330606,0.7697449,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.4645231,-1.6264012,-1.6585236,-1.6216431,-1.8250057,-1.629562,-0.8546113,-1.2229605,-0.9470815,-1.2208843,-1.0218813,-1.2241082,-0.8300802,-0.7892285,-0.42976585,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.5133591,1.0307896,1.0921044,0.9287952,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6675721,-1.1904285,-1.3500613,-1.0691178
2024-01-01 06:00:00,-1.0477357,0.30542365,-0.4055843,-0.78274095,-0.7768363,-0.635373,-1.2473348,0.98508394,1.4142135,1.6192573e-16,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,0.8280827,-0.4529817,-0.5170121,-0.34086284,-0.34086284,-0.13764764,-0.59837115,-0.35111368,-0.21341594,-0.21341594,1.7586812,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,0.6527231,-0.47529727,-3.8692942,-0.5973935,0.58764994,3.8061538,-0.32157555,0.21703404,-4.354539,0.62323505,-2.6756117,-4.4493146,-1.791939,-2.112149,-3.0237768,-1.7296454,-1.4742085,-1.2367343,-1.6806803,-1.6000124,-5.029882,-0.6063113,0.7747143,0.51733315,0.9812969,0.8508222,0.9256917,0.6954016,1.0325472,1.3947754,0.66042787,-0.33670303,-1.942832,0.647988,-1.9727471,-4.005595,-1.1385069,-1.2837622,-3.951586,-0.89424264,-0.20182401,0.0,-0.5091942,-1.8071642,-3.9635684,-1.0802218,-2.2852283,-3.6422472,-1.4947846,-2.0040102,-2.7550976,-1.6073301,-1.6384445,-1.4569206,-1.722732,-1.6689388,-5.9156094,-0.62362295,-1.335962,-1.8185798,-0.9520801,-1.1612148,-1.3753339,-0.9676148,-0.95009565,-0.73711187,-1.0780816,-1.2729089,-2.3737128,-0.66587156,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.4447341,-1.2546749,-1.6420869,-1.2515751,-1.8259168,-1.2566694,0.42984083,1.3353179,0.55427074,1.3330606,0.6702277,1.3362854,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.2560251,-1.6264012,-1.4642574,-1.6216431,-1.658207,-1.629562,-0.74866647,-1.2229605,-0.8546255,-1.2208843,-0.94708616,-1.2241082,-0.7263339,-0.64638937,-0.30542365,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.4579252,1.0307896,1.0921044,0.90182406,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6113852,-1.1904285,-1.3500613,-1.0453664
2024-01-01 07:00:00,-0.58804506,0.1420813,-0.4055843,-0.8930313,-0.23464108,-0.41690597,-0.7233965,0.98508394,1.3660254,-0.36602542,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,1.4326701,-0.2908696,-0.42030957,-0.26738998,-0.26738998,1.0973778,-0.4529817,-0.5170121,-0.34086284,-0.34086284,0.02669435,-0.59837115,-0.35111368,-0.21341594,-0.21341594,1.7586812,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,-1.4921646,-0.61084473,-4.9734597,-0.98662984,0.34268528,2.96735,-0.43722007,0.08664764,-5.4014106,-0.8485269,-2.1266778,-3.6982386,-1.3187861,-1.9742799,-2.8261967,-1.644546,-1.4742085,-1.2367343,-1.6806803,-1.222438,-4.2361345,0.07439062,0.7747143,0.51733315,0.43670064,0.764267,0.8315339,0.4970777,0.852733,1.204735,0.49184096,-0.073557585,-1.5876336,-0.36547416,-1.410018,-3.1255617,-0.659316,-1.1717329,-3.6064737,-0.7902194,-0.20182401,0.0,-0.5091942,-1.3310922,-3.181084,-0.4797151,-1.7844851,-2.9994016,-1.0561906,-1.8522363,-2.5462942,-1.4314867,-1.6384445,-1.4569206,-1.722732,-1.084317,-4.5324473,0.23164827,-1.1449343,-1.6213406,-0.75850123,-1.0800222,-1.2791469,-0.8287982,-0.95009565,-0.73711187,-0.8416415,-1.0523357,-2.0994678,-0.55870473,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-1.2470392,-1.2546749,-1.4444133,-1.2515751,-1.6417342,-1.1804013,0.3054901,1.3353179,0.429912,1.3330606,0.5543375,1.2882795,-0.7768363,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-1.0475271,-1.6264012,-1.2557842,-1.6216431,-1.463966,-1.5491427,-0.6353883,-1.2229605,-0.7486798,-1.2208843,-0.85462993,-1.1914011,-0.37690696,-0.36369666,-0.1420813,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.4579252,1.0307896,1.0921044,0.90182406,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6113852,-1.1904285,-1.3500613,-1.0453664
2024-01-01 08:00:00,-0.17389205,-0.0016558229,-0.4055843,-0.9958056,0.2706044,-0.19662155,-0.24863765,0.98508394,1.2247449,-0.70710677,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,-0.6979974,-0.2908696,-0.42030957,-0.26738998,-0.26738998,1.0973778,-0.4529817,-0.5170121,-0.34086284,-0.34086284,0.02669435,-0.59837115,-0.35111368,-0.21341594,-0.21341594,1.3228512,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,-1.4921646,-0.7362265,-5.994816,-1.0303693,0.11441458,2.1857095,-0.5449836,-0.005277335,-6.1394753,-0.75263447,-1.5587571,-2.921184,-0.82926756,-1.793327,-2.5668733,-1.3225012,-1.4742085,-1.2367343,-1.4939822,-0.63658094,-3.0045295,0.80384713,0.7747143,0.51733315,0.3321612,0.67918235,0.7389757,0.36359617,0.694501,1.0375044,0.34348875,0.2099077,-1.2050071,-0.191009,-0.8856379,-2.3055007,-0.21278118,-0.99180365,-3.052192,-0.589262,-0.20182401,0.0,-0.5091942,-0.88194585,-2.4428551,0.11466726,-1.3333462,-2.4202368,-0.6610445,-1.6723075,-2.298757,-1.1298552,-1.6384445,-1.4569206,-1.5039935,-0.45826802,-3.0512729,0.79736835,-0.95231754,-1.4224608,-0.56331205,-0.986834,-1.168749,-0.68090504,-0.95009565,-0.73711187,-0.7373954,-0.78762794,-1.770349,-0.2747512,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.7231572,-1.2546749,-1.2467397,-1.2515751,-1.444082,-1.9828396,0.14213659,1.3353179,0.30555323,1.3330606,0.429972,0.7698203,-0.23464108,-0.7756481,-0.7768363,-0.7746815,-0.7768363,-0.7768363,-0.5878894,-1.6264012,-1.047311,-1.6216431,-1.2555196,-1.8237114,-0.41691893,-1.2229605,-0.6354007,-1.2208843,-0.7486839,-1.0217685,-0.08005576,-0.08670258,0.0016558229,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.4579252,1.0307896,1.0921044,0.90182406,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6113852,-1.1904285,-1.3500613,-1.0453664
2024-01-01 09:00:00,0.16649956,-0.11599227,-0.4055843,-1.0840598,0.70446855,0.0015769146,0.14458759,0.98508394,1.0,-1.0,0.60100204,1.6859323,-0.29279897,-0.16673686,-0.16673686,-0.6979974,-0.2908696,-0.42030957,-0.26738998,-0.26738998,1.0973778,-0.4529817,-0.5170121,-0.34086284,-0.34086284,0.02669435,-0.59837115,-0.35111368,-0.21341594,-0.21341594,0.8870212,-0.3602915,-0.53807634,-0.34862095,-0.34862095,-0.7760183,-0.19204375,-0.55498284,-0.7290221,-0.47303668,-0.42762175,-0.45399112,-0.4159355,-0.25405747,-0.066703565,-0.33774647,-0.49269378,-0.8195255,-0.31557742,0.22742942,0.0,-1.4921646,-0.85195494,-6.9375362,-1.092226,-0.08160592,1.5144994,-0.6375223,-0.07254747,-6.679587,-0.6676556,-1.0883693,-2.2775784,-0.42381743,-1.59361,-2.2806592,-0.95687383,-1.4742085,-1.2367343,-1.2765677,-0.042402886,-1.7554319,1.3683231,0.7747143,0.51733315,0.2104224,0.59839725,0.65109473,0.22754622,0.56863457,0.90448,0.2254812,0.4700845,-0.8538158,-0.14927298,-0.4353425,-1.6012983,0.170667,-0.7761436,-2.3878396,-0.30506527,-0.20182401,0.0,-0.5091942,-0.46151426,-1.7518227,0.6414031,-0.962556,-1.9442227,-0.33627456,-1.4825896,-2.0377524,-0.7965402,-1.6384445,-1.4569206,-1.2492672,0.10845948,-1.7104472,1.2102553,-0.7790127,-1.2435209,-0.38769275,-0.8879593,-1.0516144,-0.5108957,-0.95009565,-0.73711187,-0.6085343,-0.5228596,-1.4411548,-0.039956145,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.4055843,-0.24844953,-1.2546749,-0.7229143,-1.2515751,-1.2464298,-1.8247259,-0.0016103801,1.3353179,0.1421891,1.3330606,0.3056065,0.67029804,0.2706044,-0.7756481,-0.23464108,-0.7746815,-0.7768363,-0.7768363,-0.17378406,-1.6264012,-0.58772784,-1.6216431,-1.0470732,-1.6569916,-0.19663215,-1.2229605,-0.41692942,-1.2208843,-0.6354045,-0.9469777,0.15378858,0.1568772,0.11599227,-0.42259786,-0.43944895,-0.4157698,0.0,0.0,0.0,-1.7620581,-2.3279424,-1.4579252,1.0307896,1.0921044,0.90182406,-0.85997814,-3.217655,-0.61958176,-1.9231774,-2.5760632,-1.6113852,-1.1904285,-1.3500613,-1.0453664
